user_id,copy_id,rating
3,29655,1
3,29950,1
3,32899,3
3,34491,1
3,36666,1
3,37468,2
3,41136,4
3,46432,1
3,46787,1
3,47019,3
3,49842,1
3,50044,1
3,50924,1
3,52679,1
3,54058,1
3,55079,1
3,55112,1
4,5,5
4,9,4
4,13,4
4,28,4
4,33,4
4,43,5
4,44,4
4,55,4
4,58,3
4,80,5
4,94,2
4,107,5
4,115,1
4,120,5
4,125,5
4,127,5
4,132,3
4,142,5
4,144,3
4,167,4
4,168,3
4,180,5
4,183,5
4,219,5
4,234,4
4,252,4
4,276,4
4,295,4
4,306,4
4,313,4
4,333,4
4,351,4
4,379,4
4,390,3
4,434,5
4,444,4
4,450,5
4,455,4
4,464,5
4,496,5
4,503,1
4,508,4
4,527,3
4,546,3
4,557,4
4,562,5
4,568,5
4,621,2
4,633,4
4,651,4
4,676,1
4,681,4
4,701,4
4,710,4
4,721,4
4,787,2
4,846,4
4,867,1
4,964,3
4,978,4
4,1070,4
4,1169,4
4,1180,4
4,1181,4
4,1228,4
4,1296,3
4,1310,5
4,1334,4
4,1369,2
4,1416,3
4,1423,5
4,1560,3
4,1570,4
4,1620,4
4,1638,4
4,1761,5
4,1781,5
4,1788,3
4,1846,4
4,1853,4
4,1887,3
4,1916,3
4,1938,3
4,2021,4
4,2064,1
4,2074,5
4,2101,4
4,2105,4
4,2147,3
4,2156,4
4,2247,4
4,2312,3
4,2365,3
4,2539,4
4,2589,3
4,2662,5
4,2682,4
4,2697,4
4,2708,5
4,2766,3
4,2938,4
4,3141,3
4,3264,3
4,3496,3
4,3608,3
4,3613,4
4,3811,5
4,3864,3
4,3870,3
4,3942,4
4,4247,3
4,4748,5
4,4918,3
4,5258,4
4,5675,4
4,5785,3
4,6139,3
4,6660,5
4,6807,5
4,6941,4
4,6972,4
4,7139,3
4,7173,3
4,7229,3
4,7632,5
4,7911,4
4,8678,1
4,9540,3
4,11946,4
4,12052,4
4,17952,4
4,18140,2
4,19224,5
4,46857,5
5,16,4
5,310,4
5,627,4
5,762,3
5,870,5
5,1355,4
5,1407,4
5,1499,4
5,1662,4
5,1785,3
5,2338,3
5,2384,4
5,2447,5
5,2495,5
5,2572,4
5,3405,5
5,3423,4
5,3823,4
5,4301,5
5,4633,5
5,4807,3
5,5501,2
5,6262,4
5,6487,5
5,6561,5
5,7302,4
5,7310,2
5,7375,3
5,7411,5
5,7432,5
5,8208,4
5,8631,4
5,8978,5
5,9480,4
5,9590,4
5,9600,3
5,9728,5
5,9869,3
5,10363,4
5,10524,4
5,10689,4
5,12149,4
5,13184,4
5,13404,3
5,14345,4
5,14400,4
5,14594,5
5,15528,3
5,15953,4
5,16807,4
5,18117,4
5,18724,4
5,18731,4
5,19007,4
5,19710,3
5,20182,4
5,20427,3
5,20710,5
5,22198,4
5,22855,5
5,23169,4
5,23494,5
5,23814,4
5,23982,4
5,24045,5
5,24233,4
5,25075,2
5,25120,4
5,26167,3
5,26460,4
5,26699,3
5,27133,4
5,27344,4
5,27376,5
5,27688,4
5,28342,5
5,28493,5
5,28622,5
5,29339,5
5,31963,4
5,32097,4
5,33327,3
5,34132,4
5,35225,4
5,35552,5
5,36105,4
5,36892,4
5,37216,4
5,37624,4
5,39662,4
5,41569,4
5,41630,5
5,42194,4
5,42251,4
5,43752,5
5,43979,3
5,44710,5
5,45141,4
5,45741,4
5,49187,3
6,209,5
6,322,3
6,349,5
6,437,5
6,502,5
6,549,5
6,647,5
6,942,5
6,963,5
6,985,4
6,1009,4
6,1112,2
6,1156,3
6,1236,5
6,1257,5
6,1324,5
6,1375,3
6,1557,4
6,1721,3
6,1795,5
6,2023,5
6,2063,4
6,2090,3
6,2201,5
6,2336,3
6,2374,1
6,2458,5
6,2666,5
6,2693,4
6,2823,4
6,2991,5
6,3215,4
6,3296,4
6,3594,5
6,3778,5
6,3896,4
6,4096,5
6,4129,4
6,4622,4
6,4671,5
6,4761,5
6,4865,3
6,4898,4
6,5345,4
6,6042,4
6,6672,4
6,6972,5
6,6998,4
6,7083,4
6,7202,4
6,7992,5
6,8267,5
6,9411,4
6,9650,4
6,10218,5
6,10245,5
6,10880,4
6,12028,4
6,12365,4
6,12549,5
6,12613,5
6,12794,5
6,12987,5
6,14512,4
6,14574,4
6,14713,5
6,14934,5
6,19635,5
6,21710,5
6,21727,4
6,22412,5
6,22561,5
6,22564,5
6,25752,5
6,25965,5
6,28921,3
6,29794,5
6,31425,5
6,31693,5
6,33250,5
6,35261,4
6,37896,5
6,39185,3
6,40481,4
6,40822,4
6,44499,5
6,45602,1
6,46111,3
6,51361,4
6,53539,5
7,14,3
7,34,2
7,56,5
7,130,4
7,144,5
7,166,5
7,187,4
7,252,5
7,277,5
7,305,5
7,424,4
7,440,4
7,447,4
7,479,5
7,647,4
7,649,4
7,694,5
7,696,5
7,712,4
7,820,3
7,890,4
7,977,5
7,1023,5
7,1034,4
7,1094,3
7,1165,5
7,1266,3
7,1333,4
7,1367,4
7,1545,4
7,1672,4
7,1764,5
7,1844,5
7,2021,4
7,2046,4
7,2154,4
7,2185,4
7,2206,5
7,2218,3
7,2262,5
7,2390,5
7,2618,4
7,2679,4
7,2776,4
7,2805,5
7,2906,3
7,2991,4
7,3063,3
7,3202,4
7,3253,3
7,3332,5
7,3455,4
7,3825,3
7,3992,5
7,4012,5
7,4143,5
7,4190,4
7,4371,3
7,4561,3
7,4779,4
7,4974,4
7,5122,3
7,5185,4
7,5203,1
7,5220,5
7,5593,4
7,5761,2
7,5878,4
7,5885,5
7,6067,3
7,6138,3
7,6146,1
7,6240,4
7,6399,1
7,6594,4
7,6726,5
7,6956,3
7,7061,3
7,7373,4
7,7526,2
7,8082,5
7,8202,5
7,8388,5
7,8426,2
7,8485,4
7,8785,2
7,8937,5
7,9030,4
7,9040,4
7,9066,3
7,9902,5
7,10310,4
7,10568,3
7,10598,4
7,10858,5
7,10961,4
7,11267,3
7,11482,5
7,11570,4
7,11724,5
7,12043,3
7,12328,2
7,12827,4
7,12934,3
7,13629,3
7,13703,5
7,13733,1
7,14160,3
7,14904,4
7,15285,4
7,15359,4
7,16195,4
7,16411,4
7,17256,4
7,17409,3
7,17997,4
7,18000,4
7,18362,5
7,20330,4
7,20550,5
7,21011,2
7,21458,3
7,22685,3
7,22891,3
7,23182,5
7,24677,4
7,25272,4
7,25356,3
7,25449,3
7,26095,4
7,27061,4
7,27358,2
7,27477,4
7,27960,4
7,29575,4
7,29619,5
7,29911,3
7,34140,4
7,35727,4
7,35734,4
7,37203,3
7,38876,4
7,39590,4
7,40115,4
7,40734,3
7,41000,4
7,41642,3
7,43306,1
7,43338,4
7,43829,2
7,46068,5
7,46559,3
7,46665,4
7,47949,5
7,50347,3
8,7,3
8,12,3
8,43,1
8,57,4
8,62,5
8,144,4
8,222,2
8,234,3
8,297,4
8,301,5
8,340,4
8,351,5
8,386,3
8,408,2
8,423,4
8,430,5
8,438,4
8,502,4
8,522,4
8,846,4
8,867,3
8,908,3
8,941,5
8,1034,4
8,1226,2
8,1417,3
8,1637,4
8,1937,1
8,1965,5
8,2108,3
8,2541,2
8,2555,1
8,2603,4
8,2639,5
8,2686,5
8,2768,1
8,2876,5
8,2884,3
8,2967,3
8,2970,4
8,3053,2
8,3144,4
8,3246,5
8,3347,4
8,3542,2
8,3553,4
8,3595,4
8,3847,4
8,3954,5
8,4189,5
8,4199,4
8,4227,5
8,4247,3
8,4269,1
8,4749,4
8,4808,4
8,4892,2
8,5336,5
8,5689,4
8,5947,4
8,6683,5
8,7536,4
8,7904,3
8,8337,1
8,9231,2
8,9577,1
8,9879,4
8,10661,3
8,10851,3
8,11034,4
8,12025,5
8,13238,4
8,13613,4
8,13725,4
8,14291,5
8,15106,5
8,15354,4
8,16176,3
8,16710,5
8,18562,3
8,18717,4
8,20353,2
8,20481,4
8,21862,4
8,24903,4
8,25367,4
8,25416,4
8,25527,5
8,30114,5
8,34381,4
8,35144,2
8,37354,4
8,40651,2
8,41213,3
8,46042,5
8,47439,2
8,50391,5
8,55262,1
9,2,4
9,5,4
9,6,4
9,12,5
9,42,1
9,43,5
9,44,1
9,54,5
9,58,4
9,71,2
9,75,3
9,83,5
9,99,4
9,108,3
9,118,3
9,122,3
9,125,3
9,130,5
9,132,2
9,137,4
9,143,4
9,154,4
9,169,3
9,194,3
9,233,4
9,237,3
9,267,4
9,291,4
9,301,4
9,309,5
9,325,5
9,406,3
9,410,4
9,418,2
9,435,1
9,502,5
9,525,4
9,531,3
9,559,5
9,597,3
9,606,3
9,646,4
9,663,4
9,674,5
9,679,4
9,804,3
9,908,4
9,943,4
9,953,4
9,963,5
9,989,1
9,1020,4
9,1139,5
9,1149,2
9,1155,3
9,1208,2
9,1265,3
9,1272,4
9,1371,3
9,1388,5
9,1417,4
9,1669,3
9,1731,4
9,1780,2
9,1787,3
9,1861,3
9,1886,4
9,2020,4
9,2058,4
9,2146,3
9,2191,5
9,2534,4
9,2556,3
9,2588,2
9,2623,5
9,2692,2
9,2990,5
9,3114,5
9,3125,2
9,3216,4
9,3264,2
9,3440,1
9,3595,4
9,3630,4
9,3780,4
9,4175,3
9,4303,4
9,4425,5
9,5000,2
9,5150,5
9,5162,5
9,5213,3
9,5232,1
9,5257,2
9,5363,4
9,5477,3
9,5637,4
9,5675,2
9,5772,4
9,5787,2
9,5830,3
9,5942,4
9,6211,5
9,6717,3
9,6780,3
9,7169,2
9,7229,2
9,7669,2
9,7760,2
9,7948,3
9,8048,1
9,8915,3
9,9040,4
9,10168,4
9,10596,4
9,10786,4
9,10936,2
9,11097,2
9,12060,2
9,18838,4
9,18939,5
9,18989,4
9,22900,5
9,24329,3
9,26276,5
9,26476,4
9,26619,5
9,32754,3
9,37640,3
9,40516,3
9,43644,2
9,48074,4
10,8,5
10,12,5
10,43,5
10,44,3
10,68,5
10,71,4
10,90,5
10,130,4
10,132,3
10,155,4
10,169,3
10,181,4
10,189,3
10,193,5
10,201,3
10,220,4
10,232,5
10,235,4
10,247,5
10,313,3
10,323,5
10,340,4
10,364,3
10,441,5
10,461,5
10,533,3
10,564,5
10,575,4
10,609,3
10,647,3
10,677,2
10,701,3
10,765,4
10,767,4
10,794,3
10,797,3
10,830,5
10,857,3
10,865,5
10,914,2
10,989,3
10,1059,4
10,1137,2
10,1155,4
10,1244,3
10,1271,4
10,1368,3
10,1388,5
10,1426,5
10,1445,5
10,1565,4
10,1623,3
10,1779,4
10,1944,4
10,2114,5
10,2137,4
10,2195,5
10,2240,4
10,2315,1
10,2538,4
10,2590,4
10,2692,4
10,2693,3
10,2807,4
10,2842,5
10,2997,4
10,3127,5
10,3442,3
10,3482,4
10,3564,5
10,3570,2
10,3591,5
10,3777,2
10,3780,5
10,3828,4
10,3863,4
10,4375,3
10,4471,4
10,4622,4
10,4697,5
10,4782,4
10,5047,4
10,5315,2
10,5503,4
10,6211,3
10,6341,4
10,6810,5
10,6833,4
10,6927,5
10,7748,4
10,8068,5
10,8097,3
10,8180,3
10,8331,4
10,10176,4
10,10314,3
10,11181,1
10,11506,2
10,11592,4
10,11900,2
10,12063,2
10,14945,3
10,15140,5
10,15647,4
10,15711,4
10,18890,5
10,18933,3
10,20132,3
10,20872,2
10,20965,3
10,21816,5
10,22900,3
10,23772,5
10,24142,4
10,25055,4
10,26868,3
10,28172,2
10,32746,4
10,32877,2
10,33996,2
10,35168,3
10,38873,5
10,41625,4
10,42486,4
10,47945,4
10,51066,3
10,53044,4
10,54435,4
11,9,3
11,35,5
11,44,4
11,64,5
11,71,3
11,135,3
11,155,4
11,168,4
11,195,4
11,203,1
11,233,4
11,235,4
11,250,4
11,255,3
11,275,5
11,311,3
11,349,3
11,365,4
11,434,4
11,437,3
11,465,5
11,502,5
11,535,4
11,548,3
11,560,3
11,625,2
11,642,2
11,646,4
11,664,3
11,676,5
11,764,3
11,804,4
11,819,3
11,924,2
11,944,3
11,951,4
11,967,4
11,1019,4
11,1053,3
11,1133,3
11,1147,4
11,1155,4
11,1240,5
11,1257,5
11,1386,3
11,1502,5
11,1587,5
11,1777,4
11,1937,5
11,1980,3
11,2014,3
11,2052,4
11,2182,3
11,2195,3
11,2200,3
11,2220,5
11,2312,4
11,2460,3
11,2489,4
11,2537,3
11,2570,4
11,2695,3
11,2808,4
11,2839,3
11,3131,3
11,3215,3
11,3263,5
11,3617,5
11,3626,5
11,3713,4
11,3778,3
11,3791,3
11,4779,4
11,5020,2
11,5051,4
11,5182,3
11,5477,3
11,5668,3
11,6924,5
11,7253,5
11,7260,3
11,8903,1
11,9028,2
11,9457,3
11,9937,2
11,10223,3
11,11448,4
11,11592,3
11,11650,3
11,12182,2
11,12576,2
11,12790,3
11,13982,3
11,14131,5
11,14654,3
11,16855,4
11,19712,5
11,20501,3
11,22449,4
11,22563,4
11,22658,5
11,23396,5
11,27676,5
11,30079,3
11,31324,4
11,32893,3
11,34361,1
11,36306,3
11,37944,4
11,38558,3
11,40420,5
11,40466,4
11,40878,4
11,41466,4
11,43220,4
11,45295,4
11,49507,4
11,52410,3
11,53082,3
11,53683,4
12,5,5
12,6,2
12,9,4
12,14,2
12,35,4
12,41,4
12,44,5
12,61,5
12,71,4
12,98,5
12,110,3
12,145,5
12,155,5
12,180,1
12,191,3
12,234,1
12,242,5
12,312,4
12,323,5
12,345,4
12,349,4
12,365,5
12,418,3
12,434,3
12,545,4
12,624,2
12,631,5
12,647,2
12,662,5
12,712,5
12,721,5
12,734,4
12,752,4
12,804,5
12,917,4
12,989,3
12,1040,5
12,1072,4
12,1105,4
12,1153,4
12,1232,3
12,1391,1
12,1418,4
12,1455,5
12,1460,4
12,1474,4
12,1618,5
12,1657,5
12,1699,5
12,1852,3
12,2065,4
12,2182,5
12,2193,4
12,2266,4
12,2592,5
12,2622,3
12,2741,4
12,3199,1
12,3421,3
12,3669,5
12,3999,5
12,4228,2
12,4341,1
12,4479,5
12,4611,4
12,4902,4
12,4940,4
12,5036,4
12,5048,4
12,5363,1
12,5749,5
12,5789,5
12,5886,5
12,6001,4
12,6423,3
12,6781,2
12,7524,3
12,7545,3
12,7859,4
12,8814,4
12,8863,4
12,9087,4
12,9373,5
12,9539,3
12,10118,4
12,10294,4
12,10307,5
12,10652,2
12,11109,4
12,11115,4
12,11501,4
12,11751,4
12,11951,5
12,13045,4
12,13163,5
12,13400,5
12,13766,5
12,15595,4
12,15767,4
12,16717,3
12,17647,2
12,18186,4
12,18413,3
12,19997,4
12,20383,4
12,21379,4
12,23591,4
12,24057,3
12,24073,5
12,28312,5
12,34843,4
12,40526,4
12,50106,4
13,44,5
13,71,5
13,154,5
13,155,5
13,169,5
13,248,4
13,314,5
13,323,5
13,328,4
13,345,4
13,365,4
13,508,3
13,548,4
13,646,4
13,702,4
13,766,5
13,782,4
13,783,5
13,792,5
13,1039,5
13,1130,5
13,1143,5
13,1371,5
13,1394,3
13,1435,5
13,1583,5
13,1712,3
13,1759,4
13,1953,4
13,2140,4
13,2193,5
13,2498,4
13,2601,3
13,2825,4
13,2901,1
13,3000,2
13,3390,4
13,3683,5
13,3780,3
13,3828,5
13,3856,4
13,4471,4
13,4485,5
13,4552,4
13,4623,3
13,4710,5
13,4940,5
13,5002,5
13,5084,4
13,5299,4
13,5366,4
13,5514,5
13,5519,4
13,5900,4
13,6445,4
13,6512,4
13,6673,5
13,6905,5
13,7769,5
13,8403,3
13,9274,2
13,9349,5
13,9423,4
13,9670,4
13,10362,4
13,10425,4
13,11233,4
13,11592,3
13,11759,5
13,12413,4
13,12576,4
13,14106,5
13,15660,5
13,15672,4
13,16664,4
13,16856,4
13,18999,4
13,19847,5
13,20187,5
13,23304,5
13,26072,4
13,27939,5
13,28212,4
13,28787,4
13,29066,5
13,29341,5
13,35736,4
13,37330,4
13,37955,4
13,38811,4
13,44606,4
13,44681,4
13,44974,3
13,53861,4
13,55219,4
13,55254,2
14,1,4
14,44,3
14,46,1
14,57,3
14,62,3
14,71,1
14,78,3
14,84,2
14,100,2
14,109,4
14,124,2
14,131,3
14,142,4
14,156,3
14,199,3
14,295,4
14,324,3
14,381,4
14,508,4
14,551,2
14,555,3
14,571,3
14,595,3
14,618,3
14,743,4
14,1014,5
14,1031,3
14,1132,3
14,1273,4
14,1449,4
14,1456,4
14,1610,4
14,1619,4
14,1637,4
14,1764,4
14,1965,4
14,2013,4
14,2014,4
14,2045,3
14,2148,3
14,2153,3
14,2182,4
14,2216,3
14,2387,4
14,2389,4
14,2680,4
14,2696,3
14,2742,4
14,2768,3
14,2897,4
14,2990,4
14,3128,4
14,3131,3
14,3142,3
14,3199,4
14,3454,4
14,3571,4
14,3743,5
14,4011,4
14,4035,4
14,4068,3
14,4458,4
14,4560,3
14,4836,2
14,5631,4
14,5809,4
14,5905,5
14,6515,1
14,6594,5
14,6957,3
14,7689,3
14,7749,4
14,7916,3
14,8197,4
14,8387,3
14,8721,3
14,9114,5
14,9160,3
14,9214,4
14,9245,4
14,9246,4
14,9573,3
14,9601,3
14,11481,5
14,11726,4
14,11784,4
14,13785,4
14,14570,4
14,15364,4
14,15731,2
14,17774,4
14,18502,5
14,19635,3
14,20201,4
14,20327,4
14,21267,3
14,24646,3
14,24837,3
14,25272,4
14,26687,4
14,30514,4
14,31611,5
14,33053,4
14,42257,3
14,46076,4
14,48074,2
14,49948,4
14,55141,3
15,5,4
15,6,5
15,13,4
15,36,5
15,40,3
15,43,5
15,44,5
15,53,4
15,61,4
15,84,4
15,104,3
15,125,4
15,127,5
15,135,3
15,138,4
15,155,5
15,168,5
15,183,5
15,267,5
15,290,5
15,306,4
15,352,5
15,375,5
15,387,4
15,408,5
15,463,5
15,493,4
15,550,4
15,560,5
15,646,5
15,664,5
15,798,4
15,889,5
15,909,5
15,989,4
15,1191,4
15,1225,4
15,1282,5
15,1656,5
15,1670,5
15,1690,5
15,1788,5
15,1853,5
15,1888,4
15,1964,3
15,2268,4
15,2305,4
15,2340,5
15,2530,4
15,2563,4
15,2627,5
15,2635,3
15,2991,4
15,3463,5
15,3734,4
15,3778,5
15,3826,4
15,3893,5
15,4247,4
15,4302,5
15,4806,3
15,5010,4
15,5151,4
15,5159,5
15,5686,5
15,5702,4
15,6214,3
15,6256,4
15,6432,4
15,6697,5
15,7316,5
15,7622,4
15,7636,4
15,9053,4
15,10969,5
15,11293,3
15,12064,4
15,12889,5
15,12934,5
15,14508,5
15,14713,4
15,16005,5
15,16040,4
15,16611,4
15,18517,5
15,22373,4
15,31207,4
15,33001,4
15,36883,5
15,37860,4
15,40365,4
15,42896,3
15,44576,4
15,46724,4
15,48980,3
15,51735,4
16,32,4
16,43,3
16,59,5
16,118,4
16,181,5
16,310,5
16,313,3
16,337,4
16,430,5
16,440,5
16,450,5
16,503,3
16,692,3
16,721,5
16,861,3
16,867,3
16,911,2
16,1118,3
16,1383,5
16,1770,5
16,1935,3
16,2161,5
16,2340,5
16,2506,5
16,3247,3
16,3303,5
16,3564,5
16,3670,3
16,4039,3
16,4723,3
16,4801,3
16,5690,4
16,5948,4
16,6114,3
16,6474,5
16,8331,4
16,9377,4
16,9587,3
16,10521,4
16,10864,3
16,11157,5
16,11160,4
16,11431,3
16,12416,3
16,14044,2
16,17345,4
16,17665,5
16,18156,5
16,18727,5
16,20821,5
16,23556,4
16,25418,2
16,28776,4
16,33653,3
16,34191,4
16,34736,1
16,34920,3
16,35280,3
16,37610,3
16,39722,3
16,39986,3
16,44750,1
16,46015,5
16,49176,3
16,49486,3
16,50805,2
16,52281,5
16,54462,4
17,170,5
17,444,3
17,456,4
17,681,4
17,706,5
17,1031,5
17,1043,5
17,1132,5
17,1211,4
17,1532,4
17,1571,5
17,1884,4
17,2025,5
17,2200,5
17,2298,5
17,2635,3
17,2652,3
17,3111,5
17,3134,3
17,3265,5
17,3437,4
17,3607,3
17,3792,5
17,3812,3
17,4264,4
17,4302,5
17,4543,3
17,4569,5
17,5194,3
17,5256,3
17,5674,3
17,5787,3
17,6034,5
17,6853,3
17,8632,3
17,8679,5
17,9041,4
17,10058,5
17,10862,3
17,12067,3
17,12337,4
17,12432,5
17,13610,5
17,14215,4
17,14745,3
17,15546,3
17,15616,4
17,15772,4
17,19579,3
17,19712,4
17,21010,3
17,28049,5
17,31776,4
17,33886,3
17,34834,4
17,36243,3
17,37137,5
17,38718,3
17,39199,5
17,46483,5
17,54512,4
18,6,2
18,8,4
18,14,4
18,27,5
18,35,4
18,40,2
18,44,3
18,52,4
18,61,4
18,132,2
18,237,2
18,261,4
18,267,2
18,290,2
18,300,4
18,309,1
18,324,3
18,350,5
18,491,3
18,558,4
18,663,4
18,674,4
18,719,5
18,1217,2
18,1543,2
18,1574,4
18,1621,4
18,1888,4
18,2019,3
18,2183,4
18,2203,3
18,2312,4
18,2587,3
18,2907,4
18,2968,3
18,3029,4
18,3127,4
18,3144,4
18,3619,4
18,3627,3
18,4027,3
18,4077,3
18,4217,4
18,4781,3
18,4993,5
18,5020,3
18,5161,4
18,5183,3
18,5478,3
18,5887,4
18,6022,4
18,6046,2
18,6193,4
18,6311,4
18,6333,4
18,6465,3
18,7134,4
18,8522,4
18,9130,3
18,9375,4
18,10594,4
18,11110,2
18,11217,3
18,11553,4
18,11951,4
18,12661,3
18,14097,4
18,14290,4
18,14479,4
18,14895,2
18,15184,3
18,15298,5
18,16162,4
18,16285,2
18,16797,3
18,16974,4
18,17384,3
18,17774,4
18,17860,3
18,17949,4
18,18038,3
18,19666,2
18,19752,3
18,19837,4
18,19902,3
18,19923,4
18,20925,3
18,21450,3
18,22433,5
18,24982,4
18,25482,2
18,27538,3
18,27585,3
18,28379,3
18,29557,4
18,29954,3
18,32046,3
18,37795,3
18,40314,5
18,40559,3
18,40803,3
18,41885,5
18,46106,4
18,46400,3
18,46766,3
18,47573,4
18,48144,3
18,51319,2
18,55137,4
19,5,3
19,9,4
19,14,3
19,27,3
19,35,3
19,43,4
19,61,3
19,66,3
19,87,3
19,96,4
19,122,3
19,132,3
19,145,3
19,146,4
19,180,3
19,197,4
19,234,3
19,253,3
19,349,3
19,387,4
19,431,5
19,503,3
19,506,4
19,527,4
19,571,3
19,609,5
19,663,4
19,676,3
19,690,4
19,718,3
19,862,4
19,866,4
19,867,4
19,912,5
19,941,5
19,957,2
19,967,4
19,1004,4
19,1014,3
19,1135,3
19,1149,4
19,1165,3
19,1224,4
19,1235,3
19,1261,3
19,1330,5
19,1552,2
19,1625,3
19,1641,2
19,1958,4
19,1977,4
19,2055,3
19,2146,4
19,2161,4
19,2298,2
19,2313,3
19,2410,3
19,2589,4
19,2899,4
19,3244,3
19,3272,4
19,3347,4
19,3568,4
19,3570,4
19,4336,3
19,4433,3
19,4455,4
19,4725,4
19,5114,4
19,5540,3
19,6194,3
19,6391,4
19,7234,3
19,7633,3
19,7695,3
19,8292,4
19,8526,4
19,8957,4
19,10347,3
19,10371,4
19,11098,3
19,11192,3
19,11759,3
19,12877,3
19,13702,4
19,14033,3
19,14131,3
19,19863,3
19,20432,3
19,22392,4
19,22483,4
19,23250,3
19,24247,4
19,25619,2
19,25862,3
19,25994,3
19,28540,3
19,29069,3
19,31163,3
19,32780,3
19,34188,4
19,34619,4
19,34685,3
19,35083,3
19,36712,3
19,37798,3
19,37995,3
19,38500,3
19,39818,2
19,42483,3
19,43025,5
19,43096,3
19,43183,4
19,45695,3
19,46015,3
19,46238,3
19,47057,4
19,48282,4
19,49308,3
20,158,5
20,206,5
20,236,4
20,310,4
20,347,5
20,434,4
20,599,4
20,605,4
20,644,4
20,725,4
20,807,5
20,900,5
20,1290,5
20,1431,4
20,1454,4
20,1474,5
20,1559,4
20,1646,5
20,1679,5
20,1717,4
20,1813,4
20,1849,4
20,2224,4
20,2265,4
20,2275,5
20,2770,4
20,2775,4
20,3003,4
20,3099,4
20,3117,5
20,3396,5
20,3690,5
20,3750,4
20,3765,4
20,3900,4
20,3946,5
20,4155,4
20,4260,4
20,4283,4
20,4464,5
20,4955,4
20,5202,3
20,5213,4
20,5828,4
20,5911,5
20,6047,5
20,6953,5
20,7229,4
20,7628,4
20,7796,4
20,7921,4
20,8059,4
20,9610,4
20,9681,4
20,10239,4
20,11094,4
20,12005,4
20,12189,4
20,12448,4
20,12728,5
20,12837,4
20,12969,4
20,13140,5
20,13201,4
20,13549,2
20,14068,4
20,14191,4
20,15178,4
20,15304,4
20,15866,4
20,16486,4
20,16966,4
20,17177,4
20,17555,4
20,17561,4
20,17836,4
20,19139,5
